query,dietary_restriction,response,success,error,trace_id,query_id
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple, delicious, and quick fish recipe that's perfect for a weeknight.

### **Title**
Sheet-Pan Lemon Herb Salmon and Asparagus

### **Summary**
This one-pan recipe delivers a complete, healthy meal with minimal cleanup. It's a perfect, no-fuss way to enjoy fish during a busy week.

### **Yield**
2 servings

### **Total Time**
30 minutes (10 min prep + 20 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 ounces / 170g each), skin-on or off
*   1 bunch of asparagus (about 1 lb / 450g)
*   2 tablespoons olive oil, divided
*   1 lemon
*   2 cloves garlic, minced
*   1 teaspoon dried oregano (or Italian seasoning)
*   ½ teaspoon salt
*   ¼ teaspoon black pepper

### **Steps**
1.  **Preheat oven** to 400°F (200°C). Line a large baking sheet with parchment paper.
2.  **Prep the asparagus.** Snap off the tough, woody ends of the asparagus stalks.
3.  **Season the asparagus.** Place the asparagus on one side of the baking sheet. Drizzle with 1 tablespoon of olive oil, salt, and pepper, then toss to coat.
4.  **Prep the salmon.** Pat the salmon fillets dry with a paper towel and place them on the other side of the sheet.
5.  **Make the sauce.** In a small bowl, mix the remaining 1 tablespoon of olive oil, the minced garlic, the dried oregano, and the juice from half the lemon.
6.  **Season the salmon.** Spoon the garlic-herb mixture evenly over the top of the salmon fillets.
7.  **Add lemon slices.** Slice the other half of the lemon and place a couple of slices on top of each fillet.
8.  **Bake.** Place the sheet pan in the oven and bake for 15-20 minutes. The salmon is done when it flakes easily with a fork, and the asparagus is tender.
9.  **Serve** immediately.

### **Tips & Substitutions**
*   **No parchment paper?** You can use aluminum foil, but be sure to grease it with a little oil so the fish doesn't stick.
*   **Different fish?** Cod or tilapia work well, but may cook a few minutes faster.
*   **Different vegetable?** You can swap the asparagus for broccoli florets or green beans.

### **Optional Add-ons**
For extra color and flavor, scatter a handful of cherry tomatoes on the pan with the asparagus before baking.

***

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_1,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple, delicious, and quick fish recipe that makes a complete meal on one pan.

### **Title**
Easy Sheet Pan Lemon Herb Salmon and Veggies

### **Summary**
This is the perfect weeknight dinner because it’s a complete, healthy meal that cooks on a single pan, which means fast cooking and even faster cleanup. The oven does all the work for you.

### **Yield**
2 servings

### **Total Time**
30 minutes (10 min prep, 20 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 oz / 170g each), skin on or off
*   1 bunch asparagus (about 1 lb / 450g)
*   1 cup cherry tomatoes
*   2 tablespoons olive oil, divided
*   1 teaspoon garlic powder
*   1 teaspoon dried Italian seasoning (or dried oregano)
*   ½ teaspoon salt
*   ¼ teaspoon black pepper
*   1 lemon, cut into wedges for serving

### **Steps**
1.  **Preheat** the oven to 400°F (200°C).
2.  **Prep** the vegetables. Snap the tough, woody ends off the asparagus.
3.  **Toss** the asparagus and cherry tomatoes directly on a baking sheet with 1 tablespoon of olive oil, salt, and pepper.
4.  **Arrange** the vegetables in a single layer on the pan.
5.  **Roast** the vegetables alone for 10 minutes.
6.  **Season** the salmon. While the veggies cook, pat the salmon fillets dry with a paper towel. Rub them all over with the remaining 1 tablespoon of olive oil, garlic powder, and Italian seasoning.
7.  **Add** the fish. Carefully remove the hot pan from the oven. Push the vegetables to the sides and place the salmon fillets in the center.
8.  **Bake** everything together for 10-12 more minutes, until the salmon is cooked through and flakes easily with a fork.
9.  **Serve** immediately with fresh lemon wedges to squeeze over the top.

### **Tips & Substitutions**
*   **Vegetable Swap:** You can easily substitute the asparagus with 2 cups of broccoli florets or sliced bell peppers.
*   **Herb Swap:** If you don't have Italian seasoning, an equal amount of dried oregano or thyme works great.

### **Optional Add-ons**
*   For a more filling meal, serve the salmon and veggies over a bed of quick-cook quinoa or rice.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_2,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple and delicious fish recipe that's perfect for a quick weeknight dinner.

### **Title**
One-Pan Lemon Garlic Salmon and Asparagus

### **Summary**
This recipe is a lifesaver for busy home cooks because the main course and side dish cook together on one sheet pan. This means less time cooking and even less time cleaning up, all while delivering a healthy and flavorful meal.

### **Yield**
2 servings

### **Total Time**
25 minutes (10 min prep + 15 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 oz / 170g each)
*   1 bunch asparagus (about 1 lb / 450g)
*   2 tablespoons olive oil
*   1 lemon
*   2 cloves garlic, minced (or 1/2 teaspoon garlic powder)
*   1/2 teaspoon salt
*   1/4 teaspoon black pepper
*   1/2 teaspoon dried oregano or Italian seasoning

### **Steps**
1.  **Preheat** your oven to 400°F (200°C) and line a baking sheet with parchment paper for easy cleanup.
2.  **Prep** the asparagus by snapping off the tough, woody bottom ends.
3.  **Toss** the asparagus on the baking sheet with 1 tablespoon of olive oil, half the salt, and half the pepper. Spread it out on one side of the pan.
4.  **Pat** the salmon fillets dry with a paper towel and place them on the other side of the pan.
5.  **Mix** the remaining 1 tablespoon of olive oil, minced garlic, dried herbs, and the rest of the salt and pepper in a small bowl.
6.  **Spoon** this mixture evenly over the top of both salmon fillets.
7.  **Slice** half of the lemon into thin rounds and place a few slices on top of each piece of salmon.
8.  **Bake** for 12-15 minutes. The salmon is done when it flakes easily with a fork, and the asparagus should be tender.
9.  **Serve** immediately, squeezing the juice from the remaining lemon half over the fish and asparagus.

### **Tips & Substitutions**
*   **Vegetable:** No asparagus? You can use broccoli florets instead. They cook in about the same amount of time.
*   **Fish:** This recipe also works well with cod or tilapia fillets. You may need to adjust the cook time slightly depending on the thickness.
*   **Garlic:** If you're out of fresh garlic, 1/2 teaspoon of garlic powder is a perfect substitute.

### **Optional Add-ons**
*   For a more filling meal, serve the salmon and asparagus alongside some quick-cooking couscous or quinoa.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_3,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple, fast, and delicious fish recipe that's perfect for a weeknight.

### **Title**
Sheet Pan Lemon Herb Salmon and Broccoli

### **Summary**
This one-pan meal is a lifesaver for busy weeknights. It delivers a flavorful, complete dinner with just 10 minutes of prep and almost no cleanup.

### **Yield**
2 servings

### **Total Time**
25 minutes (10 min prep + 15 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 oz or 170g each), skin-on or off
*   1 medium head of broccoli
*   2 tablespoons olive oil
*   1/2 teaspoon garlic powder
*   1/2 teaspoon dried oregano (or Italian seasoning)
*   1/4 teaspoon salt
*   1/4 teaspoon black pepper
*   1 lemon

### **Steps**
1.  **Preheat** the oven to 400°F (200°C).
2.  **Line** a baking sheet with parchment paper for easy cleanup.
3.  **Chop** the broccoli into bite-sized florets.
4.  **Toss** the broccoli on the baking sheet with 1 tablespoon of olive oil, salt, and pepper. Spread it on one side of the pan.
5.  **Pat** the salmon fillets dry with a paper towel. Place them on the other side of the pan.
6.  **Brush** the salmon with the remaining 1 tablespoon of olive oil.
7.  **Season** the salmon evenly with the garlic powder and oregano.
8.  **Slice** half the lemon into thin rounds and place them on top of the salmon.
9.  **Bake** for 12-15 minutes, until the broccoli is tender and the salmon flakes easily with a fork.
10. **Squeeze** the juice from the other half of the lemon over the hot salmon and broccoli before serving.

### **Tips & Substitutions**
*   **Broccoli Swap:** You can use a bundle of asparagus (ends trimmed) or a bag of green beans instead. They cook in about the same amount of time.
*   **Herb Swap:** Dried dill or thyme work beautifully with salmon if you don't have oregano.
*   **Serving:** This is great on its own, or you can serve it with quick-cook couscous or microwaveable rice to make the meal more filling.

### **Optional Add-ons**
*   For a little heat, sprinkle a pinch of red pepper flakes over the broccoli and salmon before baking.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_4,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple and delicious fish recipe that's perfect for a weeknight.

### **Title**
Sheet Pan Lemon Herb Fish with Broccoli

### **Summary**
This recipe is a lifesaver for busy nights. Everything cooks together on one pan, meaning you get a delicious, healthy meal with flaky fish and roasted veggies with almost no cleanup.

### **Yield**
2 servings

### **Total Time**
25 minutes (10 min prep, 15 min cook)

### **Ingredients**
*   2 boneless, skinless white fish fillets (about 6 oz each), such as tilapia or cod
*   1 medium head of broccoli (about 1 lb)
*   2 tablespoons olive oil, divided
*   1 teaspoon dried oregano
*   ½ teaspoon garlic powder
*   ¼ teaspoon salt
*   ¼ teaspoon black pepper
*   1 lemon

### **Steps**
1.  **Preheat** oven to 400°F (200°C).
2.  **Cut** the broccoli into bite-sized florets.
3.  **Place** the broccoli on a large baking sheet.
4.  **Toss** the broccoli with 1 tablespoon of olive oil, salt, and pepper.
5.  **Arrange** the broccoli in a single layer and roast for 10 minutes.
6.  **Pat** the fish fillets dry with a paper towel.
7.  **Rub** the fish with the remaining 1 tablespoon olive oil, oregano, and garlic powder.
8.  **Remove** the pan from the oven and place the seasoned fish fillets next to the broccoli.
9.  **Squeeze** the juice from half the lemon over the fish and broccoli.
10. **Return** the pan to the oven and cook for 10-12 more minutes. The fish is done when it flakes easily with a fork.
11. **Cut** the remaining lemon half into wedges for serving.
12. **Serve** immediately.

### **Tips & Substitutions**
*   **Frozen Fish:** If using frozen fish, make sure it's fully thawed before you start. Pat it very dry to prevent it from steaming instead of roasting.
*   **Vegetable Swap:** You can swap broccoli for 1 lb of fresh green beans or asparagus spears. Asparagus may cook a bit faster.
*   **Herb Swap:** Don't have oregano? Dried thyme or an Italian seasoning blend works great too.

### **Optional Add-ons**
For a little extra flavor, sprinkle a tablespoon of grated Parmesan cheese over the broccoli and fish during the last 2 minutes of cooking.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_5,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! A simple and delicious fish recipe is a fantastic choice for a quick, healthy meal. Here is a complete one-pan recipe that minimizes cleanup.

### **Title**
Sheet-Pan Lemon Herb Salmon and Asparagus

### **Summary**
This recipe delivers a complete, flavorful meal using just one pan, which means a delicious dinner with very little cleanup. It's perfect for a busy weeknight when you want something healthy without the fuss.

### **Yield**
2 servings

### **Total Time**
25 minutes (10 min prep, 15 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 oz / 170g each), skin on or off
*   1 bunch of asparagus (about 1 lb / 450g)
*   1 tablespoon olive oil
*   1/2 teaspoon garlic powder
*   1/2 teaspoon dried oregano
*   1/2 teaspoon salt
*   1/4 teaspoon black pepper
*   1 lemon

### **Steps**
1.  **Preheat Oven:** Set your oven to 400°F (200°C). Line a baking sheet with foil for easy cleanup.
2.  **Prep Asparagus:** Wash the asparagus and trim off the tough, woody ends. Place the spears on the baking sheet.
3.  **Season Veggies:** Drizzle the asparagus with olive oil, then sprinkle with half of the salt and pepper. Toss with your hands to coat everything evenly. Spread the asparagus in a single layer.
4.  **Season Salmon:** Pat the salmon fillets dry with a paper towel. Place them on the baking sheet next to the asparagus. Sprinkle the top of the fish with the garlic powder, oregano, and the remaining salt and pepper.
5.  **Add Lemon:** Cut half of the lemon into thin slices and place them on top of the salmon fillets.
6.  **Roast:** Place the baking sheet in the oven and roast for 12-15 minutes. The salmon is done when it flakes easily with a fork, and the asparagus is tender.
7.  **Serve:** Remove the pan from the oven. Squeeze the juice from the other half of the lemon over the salmon and asparagus before serving.

### **Tips & Substitutions**
*   **Don't have asparagus?** You can easily swap it for about 2 cups of broccoli florets. The cooking time will be the same.
*   **No oregano?** An equal amount of dried thyme or a pre-made Italian seasoning blend works perfectly.

### **Optional Add-ons**
*   For a more filling meal, serve the salmon and asparagus over a bed of cooked quinoa or with a side of crusty bread to soak up the delicious pan juices.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_6,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple, complete, and delicious fish recipe that's perfect for a busy weeknight.

### **Title**
Sheet Pan Lemon Herb Salmon with Broccoli and Potatoes

### **Summary**
This recipe is a complete meal cooked on a single baking sheet, which means delicious flavor with very little cleanup. It’s a healthy, fast, and satisfying dinner that looks impressive but is secretly very easy.

### **Yield**
2 servings

### **Total Time**
40 minutes (10 min prep, 30 min cook)

### **Ingredients**
*   1 lb baby potatoes, halved or quartered
*   1 head of broccoli, cut into florets
*   2 salmon fillets (about 6 oz each)
*   3 tablespoons olive oil, divided
*   1 teaspoon garlic powder
*   1 teaspoon dried oregano (or Italian seasoning)
*   ½ teaspoon salt
*   ¼ teaspoon black pepper
*   1 lemon, half sliced, half cut into wedges for serving

### **Steps**
1.  **Preheat** the oven to 400°F (200°C).
2.  **Prep potatoes.** On a large baking sheet, toss the potatoes with 1 tablespoon of olive oil, salt, and pepper.
3.  **Roast potatoes.** Arrange the potatoes in a single layer and roast for 15 minutes to give them a head start.
4.  **Season salmon & broccoli.** In a medium bowl, gently toss the broccoli florets with 1 tablespoon of olive oil, garlic powder, and oregano. Pat the salmon fillets dry and rub them with the remaining 1 tablespoon of olive oil.
5.  **Add to pan.** After 15 minutes, remove the baking sheet from the oven. Push the potatoes to one side and add the broccoli florets and salmon fillets to the pan.
6.  **Top with lemon.** Place a few lemon slices on top of each salmon fillet.
7.  **Roast again.** Return the pan to the oven and roast for another 12-15 minutes, until the potatoes are tender, broccoli is slightly charred, and the salmon flakes easily with a fork.
8.  **Serve.** Squeeze fresh lemon juice from the remaining wedges over the entire pan before serving.

### **Tips & Substitutions**
*   **Fish:** If you don't have salmon, cod or tilapia will also work well. They may cook a minute or two faster, so keep an eye on them.
*   **Veggies:** You can easily swap the broccoli for 1 bunch of asparagus (trimmed) or 2 cups of green beans. Add them at the same time as the salmon.
*   **Potatoes:** No baby potatoes? You can use one large russet potato, just be sure to cut it into small, 1-inch cubes so it cooks quickly.

### **Optional Add-ons**
For a burst of freshness, sprinkle about a tablespoon of chopped fresh parsley or dill over everything right before serving.

***

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_7,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple, delicious, and complete fish recipe that's perfect for a busy weeknight.

### **Title**
Sheet Pan Lemon Herb Salmon with Roasted Broccoli

### **Summary**
This one-pan recipe delivers a healthy and flavorful meal with very little active cooking time or cleanup. It's a perfect set-it-and-forget-it dinner for a busy evening.

### **Yield**
2 servings

### **Total Time**
30 minutes (10 min prep, 20 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 ounces each), skin on or off
*   1 large head of broccoli (about 1 pound), cut into florets
*   2 tablespoons olive oil
*   1 teaspoon dried oregano (or Italian seasoning)
*   ½ teaspoon salt
*   ¼ teaspoon black pepper
*   1 lemon

### **Steps**
1.  **Preheat oven** to 400°F (200°C). Line a large baking sheet with foil or parchment paper for easy cleanup.
2.  **Prepare broccoli.** Place the broccoli florets directly on the baking sheet. Drizzle with 1 tablespoon of olive oil, salt, and pepper, and toss to coat.
3.  **Roast broccoli.** Spread the broccoli in a single layer and bake for 10 minutes.
4.  **Prepare salmon.** While the broccoli roasts, pat the salmon fillets dry with a paper towel. Rub them all over with the remaining 1 tablespoon of olive oil and the dried oregano.
5.  **Add salmon to the pan.** Remove the baking sheet from the oven. Push the broccoli to one side and place the salmon fillets on the other side.
6.  **Slice half the lemon** into thin rounds and place them on top of the salmon.
7.  **Bake together.** Return the pan to the oven and bake for 10-12 more minutes, until the salmon flakes easily with a fork and the broccoli is tender.
8.  **Serve.** Squeeze the juice from the remaining lemon half over the salmon and broccoli before serving.

### **Tips & Substitutions**
*   **Fish:** If you don't have salmon, you can use cod or tilapia. Thinner fillets may cook a minute or two faster.
*   **Veggies:** Swap broccoli for a pound of fresh green beans or asparagus spears. Asparagus is thinner, so you can add it to the pan at the same time as the salmon (no need to pre-roast it).
*   **Herbs:** No oregano? Dried dill or a general-purpose Italian seasoning blend works great, too.

### **Optional Add-ons**
*   For a more filling meal, serve with quick-cooking couscous or a side of crusty bread to soak up the delicious pan juices.

***

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_8,44
I'm mostly vegetarian but I eat fish sometimes,pescatarian,"Of course! Here is a simple, delicious, and complete fish recipe that comes together on one pan for easy cleanup.

### **Title**
Quick Sheet-Pan Salmon with Roasted Broccoli and Lemon

### **Summary**
This one-pan meal is perfect for a busy weeknight. The salmon and broccoli cook together, which means less cleanup and a delicious, healthy dinner on the table in under 30 minutes.

### **Yield**
2 servings

### **Total Time**
30 minutes (10 min prep, 20 min cook)

### **Ingredients**
*   2 salmon fillets (about 6 ounces each, skin on or off)
*   1 large head of broccoli (about 1 pound)
*   2 tablespoons olive oil
*   1/2 teaspoon salt
*   1/4 teaspoon black pepper
*   1 lemon

### **Steps**
1.  **Preheat** the oven to 400°F (200°C).
2.  **Cut** the broccoli into small, bite-sized florets.
3.  **Toss** the broccoli on a baking sheet with 1 tablespoon of olive oil, salt, and pepper.
4.  **Arrange** the broccoli in a single layer on one side of the pan.
5.  **Roast** the broccoli for 10 minutes by itself.
6.  **Pat** the salmon fillets dry with a paper towel. Rub them with the remaining 1 tablespoon of olive oil.
7.  **Remove** the pan from the oven. Push the broccoli to one side and place the salmon fillets on the empty side.
8.  **Cut** half of the lemon into thin slices and place them on top of the salmon.
9.  **Return** the pan to the oven and cook for another 10-12 minutes. The salmon is done when it flakes easily with a fork.
10. **Squeeze** the juice from the other half of the lemon over the salmon and broccoli before serving.

### **Tips & Substitutions**
*   **Don't overcook:** Salmon becomes dry if overcooked. Check it at the 10-minute mark; it should be pink and tender inside.
*   **Broccoli swap:** No broccoli? A bunch of asparagus (trimmed) or a pound of green beans will also work well.
*   **For a fuller meal:** Serve with a side of cooked rice or quinoa, which you can prepare while the salmon is roasting.

### **Optional Add-ons**
*   For extra flavor, sprinkle 1/4 teaspoon of garlic powder over the broccoli along with the salt and pepper.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,44_9,44
Something keto-ish but not super strict,keto,"Of course! Here is a simple, flavorful, and low-carb recipe that's perfect for a weeknight.

### **Title**
Sheet Pan Sausage and Peppers

### **Summary**
This one-pan meal is a lifesaver on busy nights, delivering a ton of flavor with minimal prep and almost no cleanup. Just chop, toss, and let the oven do the work.

### **Yield**
4 servings

### **Total Time**
40 minutes (10 min prep + 30 min cook)

### **Ingredients**
*   1 lb Italian sausage (sweet or mild), cut into 1-inch pieces
*   2 bell peppers (any color), sliced
*   1 large yellow onion, sliced
*   2 tablespoons olive oil
*   1 teaspoon Italian seasoning
*   1/2 teaspoon salt
*   1/4 teaspoon black pepper

### **Steps**
1.  Preheat your oven to 400°F (200°C).
2.  Place the sliced sausage, bell peppers, and onion onto a large baking sheet.
3.  Drizzle the olive oil over everything.
4.  Sprinkle with the Italian seasoning, salt, and pepper.
5.  Toss with your hands or a large spoon until everything is evenly coated.
6.  Spread the mixture into a single, even layer on the baking sheet.
7.  Bake for 25-30 minutes, or until the sausage is browned and cooked through and the vegetables are tender.

### **Tips & Substitutions**
*   **Easy Cleanup:** Line your baking sheet with parchment paper before adding the ingredients.
*   **Sausage Swap:** You can use spicy Italian sausage for a kick, or even chicken or turkey sausage if you prefer.

### **Optional Add-ons**
For a cheesy finish, sprinkle 1/2 cup of shredded mozzarella or provolone cheese over the pan during the last 5 minutes of baking.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,45_3,45
Something keto-ish but not super strict,keto,"Of course! Here is a simple, satisfying, and low-carb recipe that's perfect for a weeknight.

### **Speedy Skillet Egg Roll**

This one-pan meal delivers all the savory flavors of an egg roll without the deep-fried wrapper. It comes together in minutes and is packed with protein and veggies, making it a fantastic choice for a busy home cook.

**Yield:** 4 servings
**Total Time:** 20 minutes (5 min prep, 15 min cook)

**Ingredients**
*   1 tbsp vegetable or avocado oil
*   1 lb ground pork (or ground chicken)
*   2 cloves garlic, minced
*   1 tsp fresh ginger, grated (or 1/2 tsp ground ginger)
*   1 bag (14 oz) coleslaw mix (shredded cabbage and carrots)
*   1/4 cup soy sauce (low-sodium recommended)
*   1 tbsp sesame oil
*   2 green onions, thinly sliced

**Steps**
1.  **Heat** a large skillet or wok over medium-high heat.
2.  **Add** the vegetable oil and ground pork to the hot skillet.
3.  **Cook** the pork, breaking it apart with a spoon, until it's browned and fully cooked, about 5-7 minutes. Drain any excess fat if needed.
4.  **Stir in** the minced garlic and ginger. Cook for 1 minute until fragrant.
5.  **Add** the entire bag of coleslaw mix and the soy sauce to the skillet.
6.  **Stir-fry** continuously until the cabbage has softened to your liking, about 5-8 minutes.
7.  **Remove** the skillet from the heat. Stir in the sesame oil and most of the green onions.
8.  **Serve** immediately in bowls, topped with the remaining green onions.

**Tips & Substitutions**
*   **Protein:** Ground chicken, turkey, or even beef are excellent substitutes for pork.
*   **Veggies:** If you don't have a coleslaw mix, you can use about 6 cups of thinly sliced cabbage and 1 shredded carrot.
*   **Soy Sauce:** For a gluten-free option, use tamari or coconut aminos.

**Optional Add-ons**
*   For a little heat, add a pinch of red pepper flakes along with the garlic and ginger, or drizzle with sriracha just before serving.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,45_6,45
Something keto-ish but not super strict,keto,"Of course! Here is a simple, delicious, and low-carb-friendly recipe that is perfect for a busy night.

### **Title**
Sheet Pan Sausage and Veggies

### **Summary**
This one-pan meal is a lifesaver for busy weeknights. Just chop, toss, and roast for a flavorful, low-carb dinner with almost no cleanup.

### **Yield**
4 servings

### **Total Time**
40 minutes (15 min prep, 25 min cook)

### **Ingredients**
*   1 (12-14 ounce) package pre-cooked smoked sausage (like kielbasa or andouille)
*   1 large head of broccoli
*   2 bell peppers (any color)
*   1 medium red onion
*   3 tablespoons olive oil
*   1 teaspoon Italian seasoning
*   1 teaspoon garlic powder
*   ½ teaspoon salt
*   ¼ teaspoon black pepper

### **Steps**
1.  **Preheat** oven to 400°F (200°C). Line a large baking sheet with parchment paper for easy cleanup.
2.  **Chop** the sausage into ½-inch thick coins.
3.  **Cut** the broccoli into bite-sized florets, the bell peppers into 1-inch squares, and the red onion into wedges.
4.  **Place** all chopped ingredients directly onto the prepared baking sheet.
5.  **Drizzle** with olive oil and **sprinkle** with Italian seasoning, garlic powder, salt, and pepper.
6.  **Toss** everything together with your hands or tongs until evenly coated.
7.  **Spread** the mixture into a single, even layer on the baking sheet.
8.  **Roast** for 25-30 minutes, or until the vegetables are tender and slightly browned at the edges.

### **Tips & Substitutions**
*   **Sausage:** No smoked sausage? Use raw Italian sausage (just crumble it onto the pan) or sliced pre-cooked chicken sausage.
*   **Veggies:** Feel free to swap broccoli with a similar amount of cauliflower, Brussels sprouts, or zucchini.

### **Optional Add-ons**
For a cheesy finish, sprinkle ½ cup of shredded Parmesan cheese over the pan during the last 5 minutes of roasting.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,45_7,45
Something keto-ish but not super strict,keto,"Of course! Here is a simple, satisfying, and flexible recipe that fits the bill.

### **Title**
Sheet Pan Sausage and Veggies

### **Summary**
This is the ultimate one-pan dinner for a busy night. It's packed with flavor, requires minimal prep, and leaves you with almost no cleanup.

### **Yield**
4 servings

### **Total Time**
40 minutes (10 min prep, 30 min cook)

### **Ingredients**
*   1 (12 to 14-ounce) package pre-cooked sausage (like kielbasa or a mild Italian chicken sausage)
*   1 large head of broccoli
*   1 large red bell pepper
*   1 medium red onion
*   2 tablespoons olive oil
*   1 teaspoon Italian seasoning
*   1/2 teaspoon garlic powder
*   1/2 teaspoon salt
*   1/4 teaspoon black pepper

### **Steps**
1.  **Preheat** the oven to 400°F (200°C).
2.  **Slice** the sausage into 1/2-inch thick rounds.
3.  **Chop** the broccoli into bite-sized florets.
4.  **Slice** the bell pepper and onion into strips.
5.  **Place** all sausage and vegetables onto a large baking sheet.
6.  **Drizzle** with olive oil and sprinkle with all seasonings.
7.  **Toss** everything together with your hands or tongs until evenly coated.
8.  **Arrange** the mixture in a single, even layer on the pan.
9.  **Roast** for 25-30 minutes, until the vegetables are tender and slightly browned at the edges.
10. **Serve** immediately.

### **Tips & Substitutions**
*   **Sausage:** Any pre-cooked sausage works well. Feel free to use chicken, pork, or turkey sausage.
*   **Vegetables:** You can easily swap the broccoli or bell pepper for equal amounts of cauliflower, zucchini, or mushrooms. Just chop them to a similar size.

### **Optional Add-ons**
*   For a cheesy finish, sprinkle 1/4 cup of grated Parmesan cheese over everything during the last 5 minutes of roasting.

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,45_9,45
Dairy-free but cheese is okay sometimes,dairy-free,"Of course! Here is a simple, delicious recipe that is naturally dairy-free but gets a flavor boost from cheese at the end.

### Title
Easy Sheet Pan Sausage and Veggies

### Summary
This one-pan meal is a lifesaver for busy nights. It's packed with flavor, requires very little cleanup, and is ready in about 30 minutes.

### Yield
4 servings

### Total Time
35 minutes (10 min prep, 25 min cook)

### Ingredients
*   1 (12-ounce) package pre-cooked Italian sausage (either sweet or hot)
*   1 large red bell pepper
*   1 large yellow bell pepper
*   1 medium red onion
*   1 large head of broccoli
*   2 tablespoons olive oil
*   1 teaspoon Italian seasoning
*   ½ teaspoon salt
*   ¼ teaspoon black pepper
*   ¼ cup grated Parmesan cheese

### Steps
1.  **Preheat** oven to 400°F (200°C).
2.  **Chop** the bell peppers, onion, and broccoli into uniform, bite-sized pieces.
3.  **Slice** the sausage into ½-inch thick rounds.
4.  **Combine** the sausage and all chopped vegetables on a large baking sheet.
5.  **Drizzle** with olive oil and sprinkle with Italian seasoning, salt, and pepper.
6.  **Toss** everything together with your hands or tongs until evenly coated.
7.  **Spread** the mixture into a single, even layer on the pan.
8.  **Roast** for 20-25 minutes, until the vegetables are tender and the sausage is lightly browned.
9.  **Sprinkle** with Parmesan cheese just before serving.

### Tips & Substitutions
*   **Sausage:** Any pre-cooked sausage works well, like chicken sausage or kielbasa.
*   **Vegetables:** Feel free to swap in other veggies that roast well, such as zucchini, cherry tomatoes, or asparagus (add asparagus in the last 10 minutes of cooking).
*   **Cheese:** Pecorino Romano is a great substitute for Parmesan. You can also leave the cheese off entirely if you prefer.

### Optional Add-ons
For a burst of freshness, squeeze the juice of half a lemon over the entire pan right after it comes out of the oven.

***

Was this helpful? Want it quicker, cheaper, or tailored to your diet?",True,,47_1,47
